City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,Image Link
Orchha,Historical & Heritage | Pilgrimage,Madhya Pradesh,1,0,https://www.holidify.com/places/orchha/,,1,0,1,0,0,0,0,0,0,0,https://www.mptourism.com/images/point-of-interest/water%20rafting%20225.jpg
Idukki,Wildlife | Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/idukki/,,0,0,0,0,0,0,0,1,0,1,https://pickyourtrail.com/blog/wp-content/uploads/2020/07/Idukki009.jpg
Chikhaldara,Hill Station | Nature & Scenic,Maharashtra,1,1,https://www.holidify.com/places/chikhaldara/,,0,0,0,1,0,0,0,0,0,1,https://static2.tripoto.com/media/filter/tst/img/4335/TripDocument/1471437626_famous_hill_stations_in_india.jpg
Badami,Historical & Heritage | Pilgrimage,Karnataka,1,0,https://www.holidify.com/places/badami/,,1,0,1,0,0,0,0,0,0,0,https://i.ytimg.com/vi/oT4Lf807_P0/maxresdefault.jpg
Thoubal,Nature & Scenic |  Adventure / Trekking,Manipur,0,1,https://www.holidify.com/places/thoubal/,,0,0,0,0,0,0,1,0,0,1,http://travelguide.easemytrip.com/cityGuideImagePath/Thoubal2.jpg
Kashid,Beach | WIldlife,Maharashtra,1,1,https://www.holidify.com/places/kashid/,,0,0,0,0,1,0,0,1,0,0,"https://images.thrillophilia.com/image/upload/s--jsLHMnWJ--/c_fill,h_775,q_auto,w_1600/f_auto,fl_strip_profile/v1/images/photos/000/072/285/original/06.jpg.jpg?1459834529"
Ponmudi,Hill Station | Nature & Scenic | Adventure / Trekking,Kerala,1,1,https://www.holidify.com/places/ponmudi/,,0,0,0,1,0,0,1,0,0,1,https://i.ytimg.com/vi/GBsrsTVqKIY/maxresdefault.jpg
Shojha,Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/shojha/,,0,0,0,1,0,0,0,0,0,0,https://www.weekendthrill.com/wp-content/uploads/2016/07/Shojha-compressed.jpg
Bakkhali,Beach,West Bengal,1,0,https://www.holidify.com/places/bakkhali/,,0,0,0,0,1,0,0,0,0,0,https://imgcld.yatra.com/ytimages/image/upload/t_yt_blog_c_fill_q_auto:good_f_auto_w_800_h_500/v1535692595/Bakkhali_West_Bengal_1535692589.jpg
Tarkali,Beach,West Bengal,1,1,https://www.holidify.com/places/tarkarli/,,0,0,0,0,1,0,0,0,0,0,https://media-cdn.tripadvisor.com/media/photo-s/01/76/d0/a4/houseboat-tarkarli-malvan.jpg
Manas National Park,Wildlife,Assam,1,0,https://www.holidify.com/places/manas-national-park/,,0,0,0,0,0,0,0,1,0,0,https://davidsbeenhere.com/wp-content/uploads/2019/06/manas-national-park-travel-guide19.jpg
Patan,Historical & Heritage,Gujarat,1,0,https://www.holidify.com/places/patan/,,1,0,0,0,0,0,0,0,0,0,https://i1.wp.com/myahmedabad.blog/wp-content/uploads/2018/12/surya-kund-of-sun-temple1.png?fit=800%2C400&ssl=1
Mandu,Historical & Heritage,Madhya Pradesh,1,0,https://www.holidify.com/places/mandu/,,1,0,0,0,0,0,0,0,0,0,https://static2.tripoto.com/media/filter/tst/img/593133/TripDocument/1541481741_dsc00046.jpg
Lunglei,Nature & Scenic |  Adventure / Trekking,Mizoram,1,1,https://www.holidify.com/places/lunglei/,,0,0,0,0,0,0,1,0,0,1,https://www.holidify.com/images/bgImages/LUNGLEI.jpg
Mokokchung,Nature & Scenic,Nagaland,0,1,https://www.holidify.com/places/mokokchung/,,0,0,0,0,0,0,0,0,0,1,https://bestplacesofindia.com/wp-content/uploads/2020/10/mokokchung.png
Nubra Valley,Hill Station | Pilgrimage | Nature & Scenic,Ladakh,0,1,https://www.holidify.com/places/nubra-valley/,,0,0,1,1,0,0,0,0,0,1,https://www.swantour.com/blogs/wp-content/uploads/2019/05/Nubra-Valley-in-Ladakh.jpg
Talasari Beach,Beach | Nature & Scenic,Odisha,1,1,https://www.holidify.com/places/talasari-beach/,,0,0,0,0,1,0,0,0,0,1,https://im.whatshot.in/img/2020/Aug/6-1598562211.jpg
Tirthal Valley,Nature & Scenic |  Adventure / Trekking,Himachal Pradesh,0,1,https://www.holidify.com/places/tirthan-valley/,,0,0,0,0,0,0,1,0,0,1,https://www.adotrip.com/public/images/areas/master_images/5f48e5035add4-Tirthan_Valley_Attractions.jpg
Savandurga,Nature & Scenic,Karnataka,1,1,https://www.holidify.com/places/savandurga/,,0,0,0,0,0,0,0,0,0,1,https://www.explorebees.com/uploads/savandurga%20hills%20(4).jpg
Shivagange,Pilgrimage | Nature & Scenic,Karnataka,1,0,https://www.holidify.com/places/shivagange/,,0,0,1,0,0,0,0,0,0,1,https://www.holidify.com/images/cmsuploads/compressed/1961_20200623110649.JPG
Maravanthe,Beach | Nature & Scenic,Karnataka,1,1,https://www.holidify.com/places/maravanthe/,,0,0,0,0,1,0,0,0,0,1,"https://images.thrillophilia.com/image/upload/s--fBTLBzgF--/c_fill,h_600,q_auto,w_975/f_auto,fl_strip_profile/v1/images/photos/000/158/901/original/1560846223_5.jpg.jpg?1560846223"
Bhandardara,Waterfall,Maharashtra,1,1,https://www.holidify.com/places/bhandardara/,,0,0,0,0,0,0,0,0,1,0,https://www.holidify.com/images/bgImages/BHANDARDARA.jpg
Shekhawati,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/shekhawati/,,1,0,0,0,0,0,0,0,0,0,https://cf.bstatic.com/images/hotel/max1024x768/938/93803317.jpg
Bundi,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/bundi/,,1,0,0,0,0,0,0,0,0,0,https://images.squarespace-cdn.com/content/v1/5a3bb03b4c326d76de73ddaa/1562599281869-BJC0AD17Z0A46ETOYV6M/ke17ZwdGBToddI8pDm48kCpX2mwG9slVUzQCwhOMrQF7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UVDXM9yQ8sG6x3COIEUaadqpk9XPubC0H4MH9Az_c7nPqIjSxZ2rgD2_Fw9U6DWfsg/The_Common_Wanderer_bundi_things_to_do-29.jpg
North Sikkim,Hill Station | Nature & Scenic,Sikkim,0,1,https://www.holidify.com/places/north-sikkim/,,0,0,0,1,0,0,0,0,0,1,https://northbengaltourism.com/images/holiday/828x466_north%20sikkim.jpg
Dhanushkodi,Beach | Nature & Scenic,Tamil Nadu,1,1,https://www.holidify.com/places/dhanushkodi/,,0,0,0,0,1,0,0,0,0,1,https://i1.wp.com/saakshirajat.com/wp-content/uploads/2017/10/IMG_1738.jpg?fit=2048%2C1365&ssl=1
National Chambal Wildlife Sanctuary,Wildlife,Uttar Pradesh,1,1,https://www.holidify.com/places/national-chambal-wildlife-sanctuary/,,0,0,0,0,0,0,0,1,0,0,"https://static.toiimg.com/thumb/msid-51010332,width-748,height-499,resizemode=4,imgsize-166730/Chambal-ki-Ghatti.jpg"
Devprayag,Pilgrimage | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/devprayag/,,0,0,1,0,0,0,0,0,0,1,https://www.orissapost.com/wp-content/uploads/2019/08/The-confluence-of-the-Alakananda-green-and-the-Bhagirathi-grey-at-Devprayag.jpg
Madhyamaheshwar,Hill Station | Lake & Backwater | Nature & Scenic,Uttarakhand,0,1,https://www.holidify.com/places/madhyamaheshwar/,,0,0,0,1,0,1,0,0,0,1,https://www.chardham-tours.com/wp-content/uploads/2018/05/Madhyamaheshwar-Rudraprayag-733x345.jpg
Naukuchiatal,Lake & Backwater | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/naukuchiatal/,,0,0,0,0,0,1,0,0,0,1,https://static.toiimg.com/photo/52251973.cms
Kasauli,Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/kasauli/,,0,0,0,1,0,0,0,0,0,0,"https://images.thrillophilia.com/image/upload/s--yjEi-dLV--/c_fill,h_600,q_auto,w_975/f_auto,fl_strip_profile/v1/images/photos/000/249/932/original/1588583017_1585698927_mall_road.png.png.jpg?1588583016"
Pithoragarh,Hill Station | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/pithoragarh/,,0,0,0,1,0,0,0,0,0,1,https://cdn.s3waas.gov.in/s347d1e990583c9c67424d369f3414728e/uploads/2018/02/2018032775-1024x686.jpg
Abbott Mount,Hill Station | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/abbott-mount/,,0,0,0,1,0,0,0,0,0,1,http://www.hotelranjeetpalace.com/files/uploads/2015/12/abottmountby-multigb.jpg
Jowai,Hill Station | Lake & Backwater | Nature & Scenic | Waterfall,Meghalaya,1,1,https://www.holidify.com/places/jowai/,,0,0,0,1,0,1,0,0,1,1,https://www.twistandtwain.com/assets/resources/2018/09/Krang-Suri-Falls.jpg
Karimganj,Hill Station | Nature & Scenic |  Adventure / Trekking,Assam,1,1,https://www.holidify.com/places/karimganj/,,0,0,0,1,0,0,1,0,0,1,https://www.thetoptours.com/wp-content/uploads/son-beel.jpg
Diphu,Hill Station | Nature & Scenic |  Adventure / Trekking,Assam,1,1,https://www.holidify.com/places/diphu/,,0,0,0,1,0,0,1,0,0,1,https://www.thetoptours.com/wp-content/uploads/arboretum-cum-craft.jpg
Sualkuchi,Nature & Scenic,Assam,1,1,https://www.holidify.com/places/sualkuchi/,,0,0,0,0,0,0,0,0,0,1,https://www.incredibleindia.org/content/dam/incredibleindia/images/places/guwahati/guwahati-kamakhya-temple-10.jpg
Morigaon,Hill Station | Nature & Scenic,Assam,1,1,https://www.holidify.com/places/marigaon/,,0,0,0,1,0,0,0,0,0,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Saron_Bil_at_Morigaon_2.jpg/1200px-Saron_Bil_at_Morigaon_2.jpg
Bongaigaon,Hill Station | Nature & Scenic,Assam,1,1,https://www.holidify.com/places/bongaigaon/,,0,0,0,1,0,0,0,0,0,1,https://in.toluna.com/dpolls_images/2018/09/13/6307c31f-dd0c-423a-bd20-8d63c5ba905c_x365.jpg
Lilabari,Nature & Scenic |  Adventure / Trekking,Assam,1,1,https://www.holidify.com/places/lilabari/,,0,0,0,0,0,0,1,0,0,1,https://pbs.twimg.com/media/De08QRfU0AA3CUg.jpg
Majuli,Lake & Backwater | Nature & Scenic,Assam,1,1,https://www.holidify.com/places/majuli,,0,0,0,0,0,1,0,0,0,1,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/06/Image-2-14.jpg
Dibrugarh,City|Nature & Scenic,Assam,1,1,https://www.holidify.com/places/dibrugarh,,0,1,0,0,0,0,0,0,0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/07/82/4f/mai-temple.jpg?w=1000&h=600&s=1
Hajo,Pilgrimage,Assam,1,1,https://www.holidify.com/places/hajo,,0,0,1,0,0,0,0,0,0,0,https://www.thetoptours.com/wp-content/uploads/hayagriva-madhava-temple.jpg
Barpeta,Pilgrimage | Nature & Scenic,Assam,1,1,https://www.holidify.com/places/barpeta,,0,0,1,0,0,0,0,0,0,1,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sankardev_Satra_Patbausi%2C_Barpeta.jpg
Sivasagar,Historical & Heritage | Pilgrimage| Lake & Backwater| City,Assam,1,1,https://www.holidify.com/places/sibsagar/,,1,1,1,0,0,1,0,0,0,0,https://davidsbeenhere.com/wp-content/uploads/2019/10/5-things-to-do-in-sivasagar-assam-india2.png
Tinsukia,Wildlife | Nature & Scenic,Assam,1,1,https://www.holidify.com/places/tinsukia/,,0,0,0,0,0,0,0,1,0,1,https://upload.wikimedia.org/wikipedia/commons/9/95/Tinkunia_pukhri.jpg
Dimapur,City,Nagaland,1,1,https://www.holidify.com/places/dimapur,,0,1,0,0,0,0,0,0,0,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/62/13/76/pillars-at-kachari-ruins.jpg?w=1000&h=-1&s=1
Tuensang,Hill Station | Nature & Scenic,Nagaland,1,1,https://www.holidify.com/places/tuensang,,0,0,0,1,0,0,0,0,0,1,https://cdn.s3waas.gov.in/s3fe131d7f5a6b38b23cc967316c13dae2/uploads/2018/03/2018033137-1024x683.jpg
Kohima,Nature & Scenic |  Adventure / Trekking | Hill Station,Nagaland,1,1,https://www.holidify.com/places/kohima,,0,0,0,1,0,0,1,0,0,1,https://img.traveltriangle.com/blog/wp-content/uploads/2019/12/cover-places-to-visit-in-kohima.jpg
Phek,Lake & Backwater | Nature & Scenic  | Hill Station | Waterfall,Nagaland,1,1,https://www.holidify.com/places/phek,,0,0,0,1,0,1,0,0,1,1,http://nammakpsc.com/wp/wp-content/uploads/2017/01/KAS-KPSC-IAS-IPS-KAS-KPSC-Exams.jpg
Mon,Hill Station | Nature & Scenic,Nagaland,1,1,https://www.holidify.com/places/mon,,0,0,0,1,0,0,0,0,0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/99/8e/93/view-from-the-higher.jpg?w=1000&h=600&s=1
Jorhat,Nature & Scenic,Assam,1,1,https://www.holidify.com/places/jorhat/,,0,0,0,0,0,0,0,0,0,1,https://upload.wikimedia.org/wikipedia/commons/8/81/Asom_Bangiya_Saraswat_Math%2C_Jorhat.jpg
Tamenglong,Lake & Backwater | Nature & Scenic  | Hill Station | Waterfall,Manipur,1,1,https://www.holidify.com/places/tamenglong,,0,0,0,1,0,1,0,0,1,1,https://cdn.s3waas.gov.in/s3a3c65c2974270fd093ee8a9bf8ae7d0b/uploads/2018/03/2018031354.jpg
Chandel,Nature & Scenic  | Hill Station | Wildlife,Manipur,1,1,https://www.holidify.com/places/chandel,,0,0,0,1,0,0,0,1,0,1,http://www.vivacepanorama.com/wp-content/uploads/2015/10/Chandel-of-Bundelkhand.jpg
Zuluk,Nature & Scenic  | Hill Station,Sikkim,1,1,https://www.holidify.com/places/zuluk,,0,0,0,1,0,0,0,0,0,1,https://static2.tripoto.com/media/filter/tst/img/2953/TripDocument/zigzag_road_to_zuluk_from_thambi_view_point_east_sikkim.jpg
South Sikkim,Nature & Scenic  | Hill Station,Sikkim,1,1,https://www.holidify.com/places/south-sikkim/,,0,0,0,1,0,0,0,0,0,1,https://cdn.s3waas.gov.in/s38757150decbd89b0f5442ca3db4d0e0e/uploads/2018/08/2018081468.jpg
Aizawl,City | Waterfall | Hill Station,Mizoram,1,1,https://www.holidify.com/places/aizawl,,0,1,0,1,0,0,0,0,1,0,https://compassionatecities.com/sites/default/files/india/images/Aizawl.jpg
Serchhip,Nature & Scenic | Waterfall,Mizoram,1,1,https://www.holidify.com/places/serchhip,,0,0,0,0,0,0,0,0,1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Darlong_people_in_traditonal_dress.jpg/1200px-Darlong_people_in_traditonal_dress.jpg
Champhai,Wildlife | Nature & Scenic | Lake & Backwater,Mizoram,1,1,https://www.holidify.com/places/champhai,,0,0,0,0,0,1,0,1,0,1,https://www.nativeplanet.com/img/2015/06/30-1435644601-mizohlakungpuimual1.jpg
Mamit,Wildlife | Nature & Scenic,Mizoram,1,1,https://www.holidify.com/places/mamit,,0,0,0,0,0,0,0,1,0,1,https://www.letsseetourandtravels.com/images/inner/mizoram.jpg
Saiha,Wildlife | Nature & Scenic | Lake & Backwater,Mizoram,1,1,https://www.holidify.com/places/saiha,,0,0,0,0,0,1,0,1,0,1,https://www.micahimages.com/blog/wp-content/uploads/2011/05/blog-6684.jpg
Kolasib,Nature & Scenic | Lake & Backwater,Mizoram,1,1,https://www.holidify.com/places/kolasib,,0,0,0,0,0,1,0,0,0,1,https://static.india.com/wp-content/uploads/2019/06/River-Tlawng-Mizoram..jpg
Agartala,Historical & Heritage | Wildlife | Pilgrimage,Tripura,1,1,https://www.holidify.com/places/agartala,,1,0,1,0,0,0,0,1,0,0,https://www.gingerhotels.com/resourcefiles/blogsmallimages/blog-top-5-travel-destinations-of-agartala.jpg
Kailashahar,Historical & Heritage | Pilgrimage | Adventure / Trekking,Tripura,1,1,https://www.holidify.com/places/kailashahar,,1,0,1,0,0,0,1,0,0,0,https://www.hlimg.com/images/places2see/738X538/1_1538379908m.jpg
Unakoti,Pilgrimage | Adventure / Trekking,Tripura,1,1,https://www.holidify.com/places/unakoti,,0,0,1,0,0,0,1,0,0,0,https://www.nativeplanet.com/img/2016/06/unakotishiva-03-1464934427.jpg
Tura,Waterfall | Wildlife | Adventure / Trekking,Meghalaya,1,1,https://www.holidify.com/places/tura,,0,0,0,0,0,0,1,1,1,0,https://cf.bstatic.com/images/hotel/max1024x768/264/264809508.jpg
Nongpoh,Nature & Scenic | Lake & Backwater,Meghalaya,1,1,https://www.holidify.com/places/nongpoh,,0,0,0,0,0,1,0,0,0,1,https://www.holidify.com/images/bgImages/NONGPOH.jpg
Williamnagar,Nature & Scenic | Historical & Heritage,Meghalaya,1,1,https://www.holidify.com/places/williamnagar,,1,0,0,0,0,0,0,0,0,1,https://www.holidify.com/images/bgImages/WILLIAMNAGAR.jpg
Baghmara,Lake & Backwater | Wildlife,Meghalaya,1,1,https://www.holidify.com/places/baghmara,,0,0,0,0,0,1,0,1,0,0,https://pbs.twimg.com/media/D0JEsTvVAAEfQBq.jpg
Imphal,Nature & Scenic | Historical & Heritage | Wildlife | Lake & Backwater,Manipur,1,1,https://www.holidify.com/places/imphal,,1,0,0,0,0,1,0,1,0,1,https://herlittlespace.com/wp-content/uploads/2019/04/IMG-20190407-WA0005.jpg
Roing,Nature & Scenic | Lake & Backwater | Wildlife,Arunanchal Pradesh,1,1,https://www.holidify.com/places/roing,,0,0,0,0,0,1,0,1,0,1,https://i.pinimg.com/originals/aa/80/84/aa8084d8829634cdf2afe2bebc14b505.jpg
Tungnath,Pilgrimage | Adventure / Trekking,Uttarakhand,1,1,https://www.holidify.com/places/tungnath/,,0,0,1,0,0,0,1,0,0,0,https://static2.tripoto.com/media/filter/tst/img/672472/TripDocument/1532553591_20180127_142911.jpg
Kanchula Korak Musk Deer Sanctuary,Wildlife | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/tungnath/kanchula-korak-musk-deer-sanctuary-sightseeing-6071.html,,0,0,0,0,0,0,0,1,0,1,https://choptawildlife.com/wp-content/uploads/2017/12/Kanchula-Korak-Musk-Deer-Sanctuary..jpg
Champawat,Historical & Heritage | Pilgrimage,Uttarakhand,1,1,https://www.holidify.com/places/champawat/,,1,0,1,0,0,0,0,0,0,0,https://uttarakhandtourism.gov.in/sites/default/files/2021-02/champawat-banner1.jpg
Jageshwar,Historical & Heritage | Pilgrimage,Uttarakhand,1,1,https://www.holidify.com/places/jageshwar/,,1,0,1,0,0,0,0,0,0,0,https://images.financialexpress.com/2019/07/jageshwar660-2.jpg?w=1200&h=800&imflag=true
Kausani,Nature & Scenic  | Hill Station,Uttarakhand,1,1,https://www.holidify.com/places/kausani/,,0,0,0,1,0,0,0,0,0,1,https://www.noblehousetours.com/wp-content/uploads/2017/02/almorauttarakhand.jpg
Mukteshwar,Nature & Scenic  | Hill Station | Pilgrimage,Uttarakhand,1,1,https://www.holidify.com/places/mukteshwar/,,0,0,1,1,0,0,0,0,0,1,https://static.toiimg.com/thumb/51790664.cms?resizemode=75&width=1200&height=900
Sattal,Nature & Scenic  | Hill Station | Lake & Backwater,Uttarakhand,1,1,https://www.holidify.com/places/sattal/,,0,0,0,1,0,1,0,0,0,1,https://www.holidify.com/images/bgImages/SATTAL.jpg
Joshimath,Nature & Scenic  | Hill Station | Pilgrimage | Historical & Heritage,Uttarakhand,1,1,https://www.holidify.com/places/joshimath/,,1,0,1,1,0,0,0,0,0,1,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/12/shutterstock_714632947.jpg
Hemkund Sahib,Nature & Scenic  | Hill Station | Pilgrimage | Historical & Heritage,Uttarakhand,1,1,https://www.holidify.com/places/hemkund-sahib/,,1,0,1,1,0,0,0,0,0,1,https://majesticjourney.in/wp-content/uploads/2020/05/hemkund-sahib.jpg
Nelong Valley,Hill Station | Nature & Scenic | Adventure / Trekking,Uttarakhand,0,1,https://www.holidify.com/places/nelong-valley/,,0,0,0,1,0,0,1,0,0,1,https://www.holidify.com/images/bgImages/NELONG-VALLEY.jpg
Gaumukh,Pilgrimage | Nature & Scenic  | Adventure / Trekking,Uttarakhand,1,1,https://www.holidify.com/places/gaumukh/,,0,0,1,0,0,0,1,0,0,1,https://upload.wikimedia.org/wikipedia/commons/0/02/View_of_Gaumukh.jpg
Mcleodganj,Nature & Scenic  | Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/mcleodganj/,,0,0,0,1,0,0,0,0,0,1,"https://images.thrillophilia.com/image/upload/s--Xkjq11eY--/c_fill,g_auto/v1/collections/images/014/808/844/original/1598130383_1597212029_186162529.jpg.jpg"
Mandi,Nature & Scenic  | Hill Station | Pilgrimage,Himachal Pradesh,1,1,https://www.holidify.com/places/mandi/,,0,0,1,1,0,0,0,0,0,1,"https://img.traveltriangle.com/blog/wp-content/tr:w-700,h-400/uploads/2017/10/A-beautiful-lake-surrounded-by-green-meadows-ss05102017.jpg"
Chamba,Nature & Scenic  | Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/chamba/,,0,0,0,1,0,0,0,0,0,1,https://s3.india.com/travel/wp-content/uploads/2015/07/ganga-tehri-chamba.jpg
Vaishno Devi,Historical & Heritage | Pilgrimage | Nature & Scenic,Jammu & Kashmir,1,1,https://www.holidify.com/places/vaishno-devi/,,1,0,1,0,0,0,0,0,0,1,https://blogs.revv.co.in/blogs/wp-content/uploads/2020/11/Vaishno-Devi-Temple-Vaishno-Devi.jpg
Patnitop,Nature & Scenic  | Hill Station,Jammu & Kashmir,1,1,https://www.holidify.com/places/patnitop/,,0,0,0,1,0,0,0,0,0,1,https://i2.wp.com/travelshoebum.com/wp-content/uploads/2018/03/img_2157.jpg?resize=1000%2C750&ssl=1
Sanasar,Nature & Scenic | Adventure / Trekking | Pilgrimage,Jammu & Kashmir,1,1,https://www.holidify.com/places/sanasar/,,0,0,1,0,0,0,1,0,0,1,https://www.tourmyindia.com/socialimg/sanasar-tourism.jpg
